ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS ,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,.N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID,
2011,11060804001, ,8,Subsecção,8,0,0,0,0,8,0,7,1,0,0,0,8,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,141,141,141,0,0,120,120,2,120,120,120,120,6,10,94,10,2,7,52,4,1,103,8,129,0,87,37,65,23,123,6,0,87,22,18,4,22,36,283,114,169,292,120,172,4,9,12,30,26,15,147,132,90,3,4,3,16,15,5,57,52,37,1,5,9,14,11,10,90,80,53,1,9,7,9,24,0,21,27,12,44,50,1,141,1,5,118,86,139,0,16,102,70,93,0
2011,11060804002, ,8,Subsecção,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,57,57,57,0,0,51,51,0,51,51,51,51,1,5,44,1,0,5,44,4,0,46,2,51,0,29,20,13,8,49,1,1,37,12,9,1,8,17,120,54,66,122,55,67,1,2,8,10,9,9,83,74,18,1,1,3,5,4,5,37,32,8,0,1,5,5,5,4,46,42,10,1,2,4,6,6,1,13,12,8,15,15,0,67,1,3,65,21,41,0,7,58,29,54,0
2011,11060804003, ,8,Subsecção,3,0,0,0,0,3,0,1,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,109,109,109,0,0,82,82,3,82,82,82,82,9,51,22,0,2,41,0,0,0,43,32,87,0,73,13,41,9,83,4,0,43,18,3,5,8,13,155,58,97,153,58,95,7,3,1,4,4,9,87,78,51,4,1,1,1,1,5,33,28,18,3,2,0,3,3,4,54,50,33,0,2,0,2,5,0,8,12,11,30,24,3,63,1,3,58,61,80,0,5,53,17,44,0
2011,11060804101, ,8,Subsecção,28,0,0,0,0,28,0,22,6,0,0,1,27,0,0,2,16,8,2,0,0,0,0,27,1,0,0,0,580,580,580,0,0,447,447,91,447,447,447,447,32,259,147,9,7,273,75,21,2,296,129,450,0,334,108,211,49,412,37,1,291,112,34,26,48,110,864,381,483,906,398,508,26,18,15,38,34,38,516,478,293,16,9,12,20,18,13,226,213,115,10,9,3,18,16,25,290,265,178,8,16,8,11,23,1,48,120,59,128,200,12,316,6,33,375,321,429,0,39,336,118,292,0
2011,11060804201, ,8,Subsecção,26,0,0,0,0,26,0,6,19,1,0,0,26,0,0,0,6,17,2,0,1,0,0,23,3,0,0,0,311,311,311,0,0,229,229,1,229,229,229,229,19,153,53,4,6,148,51,13,0,159,58,231,0,164,64,107,34,213,17,1,142,49,24,12,33,51,449,199,250,474,214,260,9,22,12,16,14,23,265,242,150,6,10,5,7,6,12,121,109,65,3,12,7,9,8,11,144,133,85,3,15,10,4,14,0,29,70,37,80,89,5,145,3,16,190,163,220,0,22,168,75,162,0
2011,11060804301, ,8,Subsecção,17,0,0,0,0,17,0,6,11,0,0,3,14,0,1,2,11,1,0,0,1,1,0,15,1,0,0,1,305,305,305,0,0,236,236,19,236,236,236,235,28,88,119,1,8,60,55,5,0,178,39,236,0,167,64,113,42,217,18,1,157,56,20,19,42,45,472,207,265,493,217,276,18,28,16,18,13,15,251,236,162,12,11,7,9,6,4,110,106,68,6,17,9,9,7,11,141,130,94,3,22,7,16,9,0,20,51,29,65,74,1,222,7,13,189,173,217,0,13,176,85,159,0
2011,11060804401, ,8,Subsecção,30,2,0,0,2,28,0,29,0,1,2,9,19,0,0,1,8,15,0,1,0,3,2,30,0,0,0,0,398,398,397,1,0,316,317,47,316,316,316,316,24,192,100,0,10,172,73,8,1,190,107,318,0,213,96,160,56,285,30,3,214,79,38,28,56,86,677,303,374,710,316,394,32,19,21,38,31,26,367,341,233,13,9,13,20,17,16,168,152,93,19,10,8,18,14,10,199,189,140,11,19,12,21,22,0,27,129,58,116,119,6,205,4,34,270,238,323,0,30,240,110,208,0
2011,11060804501, ,8,Subsecção,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
2011,11060804502, ,8,Subsecção,12,8,0,8,0,4,0,10,2,0,6,2,4,0,0,9,1,0,0,0,0,0,2,4,8,0,0,0,40,40,40,0,0,34,34,6,34,34,34,34,2,12,18,2,1,5,6,6,4,19,11,34,0,19,13,19,9,31,3,0,26,10,8,5,9,11,87,34,53,86,35,51,4,6,2,4,3,5,42,37,28,1,2,1,1,1,2,20,18,10,3,4,1,3,2,3,22,19,18,0,5,0,2,2,0,10,8,6,11,16,1,32,1,2,34,24,36,0,4,30,18,29,0
2011,11060804503, ,8,Subsecção,24,24,0,14,10,0,0,24,0,0,22,2,0,0,0,24,0,0,0,0,0,0,0,0,23,1,0,0,24,24,24,0,0,20,20,3,20,20,20,20,0,4,15,1,0,2,9,1,0,18,0,22,0,15,6,11,2,17,5,0,15,6,0,1,2,6,48,23,25,47,23,24,0,1,2,1,1,3,23,20,20,0,0,1,0,0,0,11,11,11,0,1,1,1,1,3,12,9,9,2,0,2,1,1,0,1,10,6,5,4,1,18,2,3,16,18,23,0,1,15,5,13,0
2011,11060804504, ,8,Subsecção,28,28,0,10,18,0,0,28,0,0,27,1,0,0,0,28,0,0,0,0,0,0,0,0,27,1,0,0,28,28,28,0,0,17,17,10,17,17,17,17,0,8,8,1,0,1,5,1,0,15,0,17,0,9,8,8,5,17,0,0,13,6,4,3,5,5,38,18,20,43,19,24,4,2,2,1,1,0,25,25,9,1,2,1,1,1,0,10,10,4,3,0,1,0,0,0,15,15,5,1,3,0,1,1,0,0,3,4,9,8,1,9,0,0,19,9,16,0,3,16,5,15,0
2011,11060804505, ,8,Subsecção,8,0,0,0,0,8,0,4,4,0,0,0,8,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,158,158,158,0,0,134,134,19,134,134,134,134,5,6,117,6,2,4,0,0,0,105,16,134,0,86,39,76,33,121,12,1,96,27,20,10,31,34,304,128,176,322,139,183,9,17,14,27,20,19,140,121,115,5,9,5,14,12,10,61,51,45,4,8,9,13,8,9,79,70,70,0,16,5,13,12,0,28,20,20,47,63,6,134,5,9,120,88,141,0,7,113,79,93,0
2011,11060804601, ,8,Subsecção,30,0,0,0,0,30,0,29,0,1,4,14,12,0,0,0,2,7,20,0,0,0,1,29,0,0,0,1,293,293,293,0,0,203,203,51,203,203,203,203,25,128,50,0,9,131,33,1,0,124,63,203,0,143,56,99,25,181,20,2,122,51,15,5,25,53,396,169,227,423,179,244,4,10,16,15,12,21,235,214,143,1,6,6,10,7,8,97,89,59,3,4,10,5,5,13,138,125,84,2,12,5,17,9,1,26,87,39,66,78,8,112,2,22,177,151,189,0,10,167,70,138,0
2011,11060804701, ,8,Subsecção,8,0,0,0,0,8,0,5,3,0,0,0,8,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,242,242,242,0,0,203,203,23,203,203,203,203,14,76,99,14,2,117,54,56,4,157,42,203,0,117,77,79,50,189,12,2,145,50,41,15,50,63,485,223,262,497,228,269,17,19,33,38,34,25,277,252,113,10,10,16,16,14,16,129,113,47,7,9,17,22,20,9,148,139,66,6,21,16,22,22,0,34,70,35,64,76,3,194,5,11,220,113,188,0,25,195,112,153,0
2011,11060804702, ,8,Subsecção,15,15,2,12,1,0,0,14,0,1,15,0,0,0,1,11,0,0,0,0,3,0,0,14,1,0,0,0,15,15,15,0,0,10,10,3,10,10,10,10,0,2,6,2,0,1,6,1,2,10,0,10,0,7,0,5,2,10,0,0,6,3,0,0,2,3,26,13,13,25,11,14,0,2,2,2,2,3,13,10,6,0,1,1,2,2,1,6,5,1,0,1,1,0,0,2,7,5,5,0,2,1,1,2,0,2,4,2,5,2,0,10,0,0,11,6,10,0,0,11,6,10,0
2011,11060804703, ,8,Subsecção,24,24,0,24,0,0,0,24,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,24,24,24,0,0,21,21,2,21,21,21,21,0,8,12,1,0,0,9,3,1,19,1,22,0,10,10,15,2,15,7,0,20,7,4,1,2,10,60,29,31,60,29,31,1,1,2,4,3,3,29,26,23,1,0,2,1,1,2,14,12,11,0,1,0,3,2,1,15,14,12,2,1,1,2,4,0,4,8,9,11,13,1,14,3,4,15,26,33,0,1,14,11,11,0
2011,11060804801, ,8,Subsecção,3,0,0,0,0,3,0,2,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,75,75,75,0,0,58,58,9,58,58,58,58,32,19,6,1,5,37,10,0,1,12,43,58,0,50,7,18,2,54,4,0,29,9,4,2,2,12,95,35,60,101,38,63,2,0,0,6,6,7,67,60,26,0,0,0,2,2,2,25,23,11,2,0,0,4,4,5,42,37,15,1,0,0,1,3,0,10,11,4,20,33,1,28,0,4,51,31,44,0,4,47,14,44,0
2011,11060804802, ,8,Subsecção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11060804803, ,8,Subsecção,9,0,0,0,0,9,0,8,1,0,0,3,6,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,124,124,124,0,0,82,82,21,82,82,82,80,12,56,14,0,5,57,17,0,1,32,46,84,0,65,16,39,11,74,9,1,46,19,8,6,11,20,156,68,88,163,73,90,6,6,6,6,6,6,88,82,51,5,0,1,3,3,5,45,40,19,1,6,5,3,3,1,43,42,32,0,6,4,3,4,0,8,34,19,28,30,3,34,2,9,66,54,68,1,8,57,28,45,0
2011,11060804901, ,8,Subsecção,57,57,0,0,57,0,0,56,0,1,52,5,0,0,0,57,0,0,0,0,0,0,0,57,0,0,0,0,57,57,57,0,0,41,41,13,41,41,41,41,1,16,22,2,0,1,2,1,0,36,2,41,0,23,15,16,12,35,6,0,36,15,6,6,10,13,97,44,53,107,52,55,5,6,6,4,2,5,63,58,23,4,3,3,2,1,3,31,28,9,1,3,3,2,1,2,32,30,14,1,6,2,5,3,0,8,18,11,14,18,0,31,1,5,45,28,37,0,3,42,21,31,0
2011,11060804902, ,8,Subsecção,21,21,0,12,9,0,0,21,0,0,20,1,0,0,0,20,0,0,0,0,0,0,1,21,0,0,0,0,21,21,21,0,0,17,17,3,17,17,17,17,3,3,10,1,0,1,6,4,0,16,1,17,0,11,3,14,3,15,2,0,12,4,3,1,3,6,44,19,25,44,20,24,1,2,2,3,2,3,18,15,18,1,2,1,2,1,2,8,6,6,0,0,1,1,1,1,10,9,12,0,2,2,1,1,0,3,9,4,8,7,0,10,1,1,14,15,22,0,1,13,8,13,0
2011,11060804903, ,8,Subsecção,30,30,0,0,30,0,0,30,0,0,25,5,0,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,30,30,30,0,0,23,23,5,23,23,23,23,1,13,9,0,0,0,2,0,0,22,0,23,0,9,10,6,9,19,2,2,18,6,6,3,9,9,70,37,33,70,36,34,4,4,4,8,6,3,43,40,7,3,2,2,5,4,2,21,19,3,1,2,2,3,2,1,22,21,4,3,4,4,2,5,0,5,12,6,14,12,0,15,1,5,26,8,24,0,5,21,22,19,1
2011,11060804904, ,8,Subsecção,5,0,0,0,0,5,0,1,4,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,113,112,112,0,1,88,88,18,88,88,88,88,3,28,51,6,0,17,0,0,0,68,11,88,1,61,23,53,13,81,7,0,66,17,7,8,13,15,192,91,101,205,96,109,9,7,7,7,6,6,91,85,84,6,4,2,4,4,3,45,42,35,3,3,5,3,2,3,46,43,49,1,6,4,4,4,0,11,15,8,31,47,0,82,3,4,71,69,103,0,5,66,31,57,0
2011,11060804905, ,8,Subsecção,20,20,0,16,4,0,0,20,0,0,15,5,0,0,0,19,0,0,0,0,1,0,0,20,0,0,0,0,20,20,20,0,0,15,15,5,15,15,15,15,0,4,9,2,0,0,8,1,1,13,0,15,0,8,7,6,4,13,2,0,12,2,5,1,4,4,37,17,20,40,20,20,1,4,1,1,0,5,24,19,9,0,3,0,0,0,4,13,9,4,1,1,1,1,0,1,11,10,5,0,3,0,2,1,0,4,2,3,6,8,2,14,0,2,16,10,15,2,2,12,10,11,0
2011,11060804906, ,8,Subsecção,23,23,0,4,19,0,0,23,0,0,22,1,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,23,23,23,0,0,19,19,3,19,19,19,19,3,8,8,0,1,0,4,2,0,16,2,19,0,10,7,12,5,18,1,0,12,6,2,2,5,7,44,21,23,46,23,23,2,3,3,4,3,0,20,20,14,2,2,3,3,3,0,11,11,2,0,1,0,1,0,0,9,9,12,0,3,2,2,2,0,1,8,5,11,7,0,10,0,1,17,13,19,0,1,16,12,14,0
2011,11060804907, ,8,Subsecção,14,14,0,7,7,0,0,13,0,1,12,2,0,0,0,13,0,1,0,0,0,0,0,14,0,0,0,0,14,14,14,0,0,12,12,1,12,12,12,12,0,4,8,0,0,1,4,2,0,10,2,12,0,4,6,5,5,11,1,0,8,4,2,3,5,3,36,17,19,36,17,19,2,4,1,2,2,1,22,21,5,2,4,0,1,1,0,10,10,0,0,0,1,1,1,1,12,11,5,1,2,1,0,1,0,2,4,0,3,6,0,15,0,1,16,4,12,0,1,15,8,13,0
2011,11060805001, ,8,Subsecção,6,0,0,0,0,6,0,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,112,112,112,0,0,85,85,20,85,85,85,85,9,51,25,0,2,57,0,0,0,61,21,85,0,69,16,40,8,82,3,0,40,13,5,4,8,11,149,58,91,151,57,94,4,5,2,1,1,8,80,72,59,1,2,0,0,0,2,29,27,25,3,3,2,1,1,6,51,45,34,1,4,3,0,5,0,8,21,3,19,29,0,66,2,1,61,62,76,0,8,53,18,46,0
2011,11060805002, ,8,Subsecção,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,150,150,150,0,0,99,99,19,99,99,99,99,3,58,38,0,1,35,1,1,0,65,17,102,0,75,23,31,21,89,11,2,66,22,13,10,21,17,198,91,107,216,100,116,12,5,9,14,8,13,131,118,45,7,2,4,6,2,7,60,53,21,5,3,5,8,6,6,71,65,24,1,5,5,8,7,1,24,20,19,30,34,2,87,4,11,102,39,67,0,3,99,51,74,0
2011,11060805101, ,8,Subsecção,8,0,0,0,0,7,1,3,4,1,0,1,7,0,0,0,5,0,0,1,2,0,0,8,0,0,0,0,162,161,161,0,1,130,130,22,130,130,130,129,2,57,70,1,2,60,44,14,2,99,19,131,0,95,31,47,24,124,5,2,90,30,17,16,24,29,273,122,151,282,126,156,14,12,9,17,16,15,159,144,71,10,7,5,8,8,6,69,63,27,4,5,4,9,8,9,90,81,44,0,7,2,12,7,0,19,16,21,36,53,2,123,2,7,129,66,108,0,7,122,53,107,0
2011,11060805102, ,8,Subsecção,6,0,0,0,0,6,0,0,6,0,0,0,6,0,0,0,4,1,1,0,0,0,0,6,0,0,0,0,100,100,100,0,0,74,74,21,74,74,74,74,1,36,36,1,1,28,1,0,0,56,14,74,0,46,27,43,9,65,9,0,49,20,10,5,9,21,159,61,98,163,66,97,4,5,5,3,3,10,86,76,60,4,0,4,2,2,3,36,33,20,0,5,1,1,1,7,50,43,40,0,4,1,6,4,0,9,20,12,16,22,0,81,4,5,60,58,80,0,6,54,25,53,0
2011,11060805201, ,8,Subsecção,30,30,1,29,0,0,0,30,0,0,28,2,0,0,0,29,1,0,0,0,0,0,0,0,30,0,0,0,31,31,31,0,0,23,23,4,23,23,23,23,0,2,15,6,0,0,12,7,1,23,0,24,0,13,9,10,5,22,2,0,20,5,6,2,5,10,65,30,35,65,30,35,3,2,4,2,2,4,41,37,13,1,0,2,1,1,1,21,20,5,2,2,2,1,1,3,20,17,8,1,2,1,3,2,0,6,4,4,6,6,1,35,0,2,32,13,22,0,4,28,14,23,0
2011,11060805202, ,8,Subsecção,21,21,4,17,0,0,0,21,0,0,19,2,0,0,0,9,1,1,3,7,0,0,0,7,14,0,0,0,21,21,21,0,0,15,15,5,15,15,15,15,0,5,7,3,0,1,6,3,1,14,1,15,0,6,5,6,7,12,2,1,15,5,2,2,7,6,47,24,23,49,23,26,1,6,3,3,3,2,29,27,7,1,4,2,3,3,0,11,11,2,0,2,1,0,0,2,18,16,5,0,5,1,2,1,0,5,2,3,7,9,1,18,1,3,23,6,12,0,1,22,15,18,0
2011,11060805203, ,8,Subsecção,40,40,2,22,16,0,0,40,0,0,35,5,0,0,0,26,0,1,7,1,4,0,1,2,38,0,0,0,40,40,40,0,0,33,33,4,33,33,33,33,1,9,21,2,0,7,14,5,1,32,1,33,0,22,8,15,5,30,2,1,24,8,4,1,5,13,74,33,41,77,35,42,0,2,5,7,6,4,44,40,19,0,2,3,5,4,2,19,17,6,0,0,2,2,2,2,25,23,13,0,2,3,3,4,1,6,13,9,9,8,1,33,3,1,33,22,32,0,4,29,19,26,0
2011,11060805204, ,8,Subsecção,18,17,1,10,6,0,1,18,0,0,16,2,0,0,0,9,4,0,3,1,0,0,1,3,15,0,0,0,19,18,18,0,1,13,13,2,13,13,13,13,2,4,4,3,0,0,6,2,1,12,1,14,1,10,3,8,3,12,2,0,12,4,3,0,3,6,50,17,33,47,17,30,0,2,1,1,1,2,21,19,22,0,0,0,1,1,1,9,8,7,0,2,1,0,0,1,12,11,15,7,2,1,0,1,0,2,14,3,4,6,0,11,2,0,10,26,32,0,0,10,5,10,0
2011,11060805205, ,8,Subsecção,36,36,1,21,14,0,0,36,0,0,36,0,0,0,0,30,0,1,2,2,1,0,0,0,36,0,0,0,36,36,36,0,0,33,33,2,33,33,33,33,1,10,18,4,0,0,17,6,1,31,1,34,0,18,15,16,7,32,2,0,30,14,7,3,7,15,87,38,49,90,42,48,3,3,5,5,3,5,53,48,21,1,1,2,2,1,5,27,22,9,2,2,3,3,2,0,26,26,12,2,2,5,2,2,0,6,12,7,10,23,0,28,0,2,37,21,38,0,5,32,15,28,0
2011,11060805206, ,8,Subsecção,3,0,0,0,0,2,1,2,0,1,0,1,2,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,37,36,36,0,1,5,5,30,5,5,5,5,0,2,3,0,0,3,3,2,0,2,0,5,1,1,4,0,3,5,0,0,4,1,3,3,3,1,234,218,16,17,11,6,4,2,0,0,0,1,11,10,0,2,2,0,0,0,1,7,6,0,2,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,5,0,6,0,0,10,1,1,0,0,10,4,6,1
2011,11060805207, ,8,Subsecção,16,16,0,10,6,0,0,16,0,0,16,0,0,0,0,12,1,0,2,1,0,0,0,3,13,0,0,0,16,16,16,0,0,12,12,1,12,12,12,12,0,3,9,0,0,0,5,2,0,11,0,12,0,8,4,6,1,12,0,0,10,4,1,0,1,4,25,11,14,27,12,15,0,0,1,2,2,1,13,12,11,0,0,0,1,1,0,5,5,6,0,0,1,1,1,1,8,7,5,0,0,0,1,1,0,2,5,4,4,4,0,10,0,0,8,12,18,0,1,7,5,6,0
2011,11060805208, ,8,Subsecção,20,20,5,15,0,0,0,20,0,0,13,7,0,0,0,15,0,2,1,2,0,0,0,5,13,2,0,0,20,20,20,0,0,14,14,5,14,14,14,14,0,1,11,2,0,0,9,4,0,14,0,14,0,8,6,5,0,11,2,1,8,5,3,0,0,8,36,15,21,34,15,19,0,0,0,3,3,1,25,24,6,0,0,0,1,1,0,12,12,2,0,0,0,2,2,1,13,12,4,0,0,0,0,1,0,5,0,1,3,8,0,22,0,4,17,7,13,0,1,16,4,13,0
2011,11060805209, ,8,Subsecção,3,0,0,0,0,3,0,3,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,33,33,33,0,0,24,24,5,24,24,24,23,3,18,3,0,3,15,0,0,1,10,11,24,0,21,3,10,1,20,3,1,12,2,1,1,1,2,41,19,22,41,19,22,1,0,0,1,1,0,28,28,11,1,0,0,1,1,0,14,14,3,0,0,0,0,0,0,14,14,8,0,0,0,0,0,0,0,3,4,11,7,0,14,0,5,22,11,13,0,3,19,0,17,0
2011,11060805210, ,8,Subsecção,3,0,0,0,0,3,0,3,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,36,36,36,0,0,28,28,6,28,28,28,28,5,23,0,0,2,25,0,0,0,10,18,30,0,28,2,17,1,26,3,1,9,6,0,1,1,5,44,13,31,43,13,30,1,0,0,3,3,0,22,22,17,1,0,0,1,1,0,9,9,2,0,0,0,2,2,0,13,13,15,0,1,0,0,0,0,5,11,3,5,6,0,15,1,4,16,17,21,0,1,15,4,11,0
2011,11060805301, ,8,Subsecção,41,1,1,0,0,40,0,38,2,1,0,5,36,0,1,33,5,0,0,0,0,0,2,41,0,0,0,0,468,468,468,0,0,358,358,32,358,358,358,357,78,220,59,1,18,259,46,16,6,177,151,362,0,280,79,178,39,336,23,3,204,73,23,20,39,69,674,289,385,695,292,403,17,16,12,29,22,32,372,340,249,12,9,7,12,9,11,161,150,91,5,7,5,17,13,21,211,190,158,15,11,6,18,16,2,34,161,69,105,131,9,153,7,22,257,271,357,0,24,233,85,198,0
2011,11060805401, ,8,Subsecção,20,20,0,14,6,0,0,20,0,0,18,2,0,0,0,19,0,0,1,0,0,0,0,17,3,0,0,0,20,20,20,0,0,15,15,4,15,15,15,15,1,4,8,2,0,2,9,2,0,14,0,15,0,7,7,10,1,14,1,0,14,8,2,1,1,9,40,16,24,41,17,24,1,0,0,4,4,2,21,19,15,0,0,0,1,1,1,10,9,6,1,0,0,3,3,1,11,10,9,3,0,0,1,3,0,3,4,4,5,10,0,14,0,1,9,11,30,0,2,7,6,7,0
