ANO,GEO_COD,GEO_COD_DSG,NIVEL,NIVEL_DSG,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASSICOS_1OU2,N_EDIFICIOS_CLASSICOS_ISOLADOS ,N_EDIFICIOS_CLASSICOS_GEMIN,N_EDIFICIOS_CLASSICOS_EMBANDA,N_EDIFICIOS_CLASSICOS_3OUMAIS,N_EDIFICIOS_CLASSICOS_OUTROS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_PRINCIPAL_RESID,N_EDIFICIOS_PRINCIP_NAO_RESID,N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,.N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1919,N_EDIFICIOS_CONSTR_1919A1945,N_EDIFICIOS_CONSTR_1946A1960,N_EDIFICIOS_CONSTR_1961A1970,N_EDIFICIOS_CONSTR_1971A1980,N_EDIFICIOS_CONSTR_1981A1990,N_EDIFICIOS_CONSTR_1991A1995,N_EDIFICIOS_CONSTR_1996A2000,N_EDIFICIOS_CONSTR_2001A2005,N_EDIFICIOS_CONSTR_2006A2011,N_EDIFICIOS_ESTRUT_BETAO,N_EDIFICIOS_ESTRUT_COM_PLACA,N_EDIFICIOS_ESTRUT_SEM_PLACA,N_EDIFICIOS_ESTRUT_ADOBE_PEDRA,N_EDIFICIOS_ESTRUT_OUTRA,N_ALOJAMENTOS,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASSICOS,N_ALOJAMENTOS_FAM_N_CLASSICOS,N_ALOJAMENTOS_COLECTIVOS,N_CLASSICOS_RES_HABITUAL,N_ALOJAMENTOS_RES_HABITUAL,N_ALOJAMENTOS_VAGOS,N_RES_HABITUAL_COM_AGUA,N_RES_HABITUAL_COM_RETRETE,N_RES_HABITUAL_COM_ESGOTOS,N_RES_HABITUAL_COM_BANHO,N_RES_HABITUAL_AREA_50,N_RES_HABITUAL_AREA_50_100,N_RES_HABITUAL_AREA_100_200,N_RES_HABITUAL_AREA_200,N_RES_HABITUAL_1_2_DIV,N_RES_HABITUAL_3_4_DIV,N_RES_HABITUAL_ESTAC_1,N_RES_HABITUAL_ESTAC_2,N_RES_HABITUAL_ESTAC_3,N_RES_HABITUAL_PROP_OCUP,N_RES_HABITUAL_ARREND,N_FAMILIAS_CLASSICAS,N_FAMILIAS_INSTITUCIONAIS,N_FAMILIAS_CLASSICAS_1OU2_PESS,N_FAMILIAS_CLASSICAS_3OU4_PESS,N_FAMILIAS_CLASSICAS_NPES65,N_FAMILIAS_CLASSICAS_NPES14,N_FAMILIAS_CLASSIC_SEM_DESEMP,N_FAMILIAS_CLASSIC_1DESEMPREG,N_FAMILIAS_CLASS_2MAIS_DESEMP,N_NUCLEOS_FAMILIARES,N_NUCLEOS_1FILH_NAO_CASADO,N_NUCLEOS_2FILH_NAO_CASADO,N_NUCLEOS_FILH_INF_6ANOS,N_NUCLEOS_FILH_INF_15ANOS,N_NUCLEOS_FILH_MAIS_15ANOS,N_INDIVIDUOS_PRESENT,N_INDIVIDUOS_PRESENT_H,N_INDIVIDUOS_PRESENT_M,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_H,N_INDIVIDUOS_RESIDENT_M,N_INDIVIDUOS_RESIDENT_0A4,N_INDIVIDUOS_RESIDENT_5A9,N_INDIVIDUOS_RESIDENT_10A13,N_INDIVIDUOS_RESIDENT_14A19,N_INDIVIDUOS_RESIDENT_15A19,N_INDIVIDUOS_RESIDENT_20A24,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_25A64,N_INDIVIDUOS_RESIDENT_65,N_INDIVIDUOS_RESIDENT_H_0A4,N_INDIVIDUOS_RESIDENT_H_5A9,N_INDIVIDUOS_RESIDENT_H_10A13,N_INDIVIDUOS_RESIDENT_H_14A19,N_INDIVIDUOS_RESIDENT_H_15A19,N_INDIVIDUOS_RESIDENT_H_20A24,N_INDIVIDUOS_RESIDENT_H_20A64,N_INDIVIDUOS_RESIDENT_H_25A64,N_INDIVIDUOS_RESIDENT_H_65,N_INDIVIDUOS_RESIDENT_M_0A4,N_INDIVIDUOS_RESIDENT_M_5A9,N_INDIVIDUOS_RESIDENT_M_10A13,N_INDIVIDUOS_RESIDENT_M_14A19,N_INDIVIDUOS_RESIDENT_M_15A19,N_INDIVIDUOS_RESIDENT_M_20A24,N_INDIVIDUOS_RESIDENT_M_20A64,N_INDIVIDUOS_RESIDENT_M_25A64,N_INDIVIDUOS_RESIDENT_M_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_FENSINO_1BAS,N_IND_RESIDENT_FENSINO_2BAS,N_IND_RESIDENT_FENSINO_3BAS,N_IND_RESIDENT_FENSINO_SEC,N_IND_RESIDENT_FENSINO_POSSEC,N_IND_RESIDENT_FENSINO_SUP,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_1EMPRG,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON,N_IND_RESID_EMPREG_SECT_PRIM,N_IND_RESID_EMPREG_SECT_SEQ,N_IND_RESID_EMPREG_SECT_TERC,N_IND_RESID_ESTUD_MUN_RESID,N_IND_RESID_TRAB_MUN_RESID,
2011,11060100504, ,8,Subsecção,38,38,1,0,37,0,0,38,0,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,10,28,0,0,38,38,38,0,0,29,29,5,29,29,29,29,5,18,5,1,0,7,6,0,0,27,0,29,0,18,9,12,5,26,3,0,21,5,5,2,5,6,70,30,40,70,29,41,2,3,1,3,2,3,43,40,18,1,2,0,0,0,2,21,19,5,1,1,1,3,2,1,22,21,13,2,2,0,1,2,0,5,14,10,13,12,3,10,0,3,27,21,33,0,6,21,13,22,0
2011,11060100505, ,8,Subsecção,18,18,0,0,18,0,0,18,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,8,10,0,0,18,18,18,0,0,17,17,0,17,17,17,17,1,6,10,0,0,1,5,0,1,17,0,17,0,9,6,8,4,17,0,0,15,9,1,1,4,6,41,22,19,44,23,21,2,2,1,0,0,1,24,23,15,1,1,1,0,0,0,12,12,8,1,1,0,0,0,1,12,11,7,1,2,0,1,0,0,2,14,3,7,7,0,8,0,0,19,17,20,1,2,16,4,12,1
2011,11060100506, ,8,Subsecção,13,13,0,9,4,0,0,13,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,8,5,0,0,13,13,13,0,0,13,13,0,13,13,13,13,1,9,3,0,0,2,1,0,0,12,0,13,0,4,8,3,6,11,2,0,10,5,3,2,6,3,39,19,20,38,18,20,2,3,5,2,2,0,23,23,3,1,1,4,1,1,0,11,11,0,1,2,1,1,1,0,12,12,3,0,4,3,1,1,0,2,11,5,2,6,1,6,0,2,14,10,12,0,1,13,12,12,0
2011,11060100507, ,8,Subsecção,9,0,0,0,0,9,0,5,4,0,0,2,7,0,0,4,0,0,3,0,0,0,2,6,2,1,0,0,110,110,110,0,0,88,88,16,88,88,88,88,8,18,53,9,3,21,46,19,1,60,23,88,0,61,23,32,19,80,6,2,64,20,10,8,18,15,189,94,95,201,101,100,6,10,12,6,5,6,120,114,47,4,4,7,3,3,6,61,55,22,2,6,5,3,2,0,59,59,25,0,8,3,10,5,0,9,15,15,21,22,4,100,2,8,91,45,71,0,8,83,37,73,1
2011,11060100508, ,8,Subsecção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11060100601, ,8,Subsecção,7,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,2,5,0,0,0,0,7,0,0,0,0,56,56,56,0,0,50,50,1,50,50,50,50,9,40,1,0,1,7,0,0,0,31,18,50,0,24,18,29,14,44,5,1,48,26,5,6,15,25,150,70,80,153,73,80,7,8,5,16,13,7,77,70,40,1,5,3,12,10,3,37,34,15,6,3,2,4,3,4,40,36,25,10,7,3,10,3,0,1,57,22,25,11,1,4,2,5,53,44,70,0,7,46,30,43,0
2011,11060100602, ,8,Subsecção,4,3,2,1,0,1,0,4,0,0,3,1,0,0,0,3,1,0,0,0,0,0,0,0,2,2,0,0,6,6,6,0,0,5,5,0,5,5,5,5,1,2,1,1,0,2,1,0,1,3,1,5,0,4,1,0,0,3,2,0,4,1,1,0,0,2,9,4,5,11,5,6,0,0,0,0,0,1,11,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,1,0,1,2,2,1,5,0,2,6,2,3,0,1,5,1,6,0
2011,11060100603, ,8,Subsecção,14,14,0,11,3,0,0,14,0,0,12,2,0,0,0,9,3,0,0,0,0,0,2,2,9,3,0,0,14,14,14,0,0,14,14,0,14,14,14,14,1,5,6,2,0,3,8,2,1,13,0,14,0,6,8,3,5,14,0,0,11,4,4,1,5,3,35,19,16,36,19,17,1,4,2,4,3,0,21,21,4,1,3,1,2,1,0,11,11,1,0,1,1,2,2,0,10,10,3,1,5,0,3,2,0,0,1,5,6,0,0,17,0,0,15,9,13,0,4,11,10,10,1
2011,11060100604, ,8,Subsecção,12,12,0,7,5,0,0,12,0,0,12,0,0,0,1,11,0,0,0,0,0,0,0,0,3,9,0,0,12,12,12,0,0,11,11,0,11,11,11,11,1,5,5,0,0,1,3,3,0,9,1,11,0,5,5,7,3,10,1,0,9,2,2,1,3,2,32,15,17,31,14,17,1,5,1,1,1,0,13,13,10,0,3,1,0,0,0,6,6,4,1,2,0,1,1,0,7,7,6,0,5,0,0,1,0,0,4,4,3,3,2,8,0,1,11,10,12,0,1,10,7,11,0
2011,11060100605, ,8,Subsecção,13,13,0,10,3,0,0,13,0,0,12,1,0,0,0,10,1,1,1,0,0,0,0,0,8,5,0,0,14,14,14,0,0,13,13,0,13,13,13,13,1,8,2,2,0,5,6,0,0,11,2,13,0,6,6,7,4,12,1,0,10,6,3,3,4,6,34,14,20,34,15,19,3,0,2,2,2,1,19,18,8,2,0,0,0,0,0,10,10,3,1,0,2,2,2,1,9,8,5,0,0,2,1,2,0,2,10,2,12,4,0,3,0,1,13,9,15,1,1,11,8,7,0
2011,11060100606, ,8,Subsecção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11060100607, ,8,Subsecção,10,10,0,10,0,0,0,10,0,0,10,0,0,0,0,6,3,0,0,1,0,0,0,0,8,2,0,0,10,10,10,0,0,8,8,2,8,8,8,8,0,4,4,0,0,1,0,1,0,6,1,8,0,7,1,4,0,6,2,0,3,1,1,0,0,2,14,7,7,14,7,7,0,0,0,0,0,1,8,7,6,0,0,0,0,0,0,5,5,2,0,0,0,0,0,1,3,2,4,1,0,0,0,0,0,1,3,2,3,2,0,3,0,2,5,6,7,0,0,5,1,5,0
2011,11060100608, ,8,Subsecção,6,6,0,6,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,0,0,0,1,0,3,3,0,0,8,8,8,0,0,7,7,0,7,7,7,7,0,4,1,2,0,0,0,0,0,6,0,7,0,3,4,4,2,6,1,0,5,1,3,1,2,3,17,9,8,18,9,9,1,0,1,2,1,2,9,7,5,1,0,1,1,0,1,4,3,2,0,0,0,1,1,1,5,4,3,0,0,0,2,1,0,2,2,3,3,7,0,2,1,0,8,3,6,0,1,7,5,6,0
2011,11060100609, ,8,Subsecção,9,9,0,8,1,0,0,9,0,0,8,1,0,0,0,9,0,0,0,0,0,0,0,0,4,5,0,0,10,10,10,0,0,8,8,1,8,8,8,8,1,5,1,1,0,3,5,1,0,7,1,8,0,3,4,6,3,7,1,0,9,4,2,2,3,3,25,10,15,25,10,15,2,2,0,2,2,1,10,9,9,0,2,0,1,1,0,4,4,3,2,0,0,1,1,1,6,5,6,0,2,0,1,1,0,1,5,2,4,4,0,4,0,1,7,9,13,0,0,7,5,6,0
2011,11060100610, ,8,Subsecção,8,8,0,5,3,0,0,8,0,0,7,1,0,0,0,6,1,0,0,0,1,0,0,1,7,0,0,0,8,8,8,0,0,6,6,1,6,6,6,6,0,0,4,2,0,0,3,2,0,6,0,6,0,2,2,3,2,6,0,0,7,3,1,2,2,2,17,10,7,20,12,8,1,1,0,0,0,1,14,13,4,1,1,0,0,0,1,8,7,2,0,0,0,0,0,0,6,6,2,0,0,0,0,1,0,3,3,1,6,5,0,3,0,0,11,5,7,0,2,9,4,10,1
2011,11060100611, ,8,Subsecção,8,7,0,7,0,1,0,8,0,0,6,2,0,0,0,4,3,1,0,0,0,0,0,2,2,4,0,0,12,12,12,0,0,8,8,0,8,8,8,8,1,5,1,1,0,2,0,0,0,5,0,8,0,6,1,5,1,7,1,0,5,0,1,0,1,2,20,14,6,20,14,6,0,1,0,5,5,1,7,6,7,0,1,0,5,5,1,4,3,4,0,0,0,0,0,0,3,3,3,1,1,1,1,4,0,0,5,2,6,3,0,1,0,1,4,5,14,0,0,4,5,2,1
2011,11060100612, ,8,Subsecção,8,8,0,8,0,0,0,8,0,0,8,0,0,0,0,7,1,0,0,0,0,0,0,0,5,3,0,0,8,8,8,0,0,8,8,0,8,8,8,8,0,5,3,0,0,0,3,1,0,6,1,8,0,4,3,5,2,7,1,0,5,1,2,1,2,2,21,12,9,21,12,9,3,0,2,0,0,2,9,7,7,3,0,2,0,0,2,5,3,2,0,0,0,0,0,0,4,4,5,0,1,0,1,0,0,2,2,3,2,5,0,5,0,1,6,7,9,0,1,5,4,6,1
2011,11060100613, ,8,Subsecção,8,6,0,6,0,2,0,8,0,0,6,2,0,0,0,2,4,1,0,0,0,1,0,0,6,2,0,0,12,12,12,0,0,8,8,2,8,8,8,8,1,4,3,0,0,4,2,1,0,6,2,8,0,6,2,6,0,7,1,0,6,0,1,0,0,1,18,8,10,18,8,10,0,0,0,0,0,0,8,8,10,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,1,6,1,3,2,0,3,0,1,5,11,12,0,0,5,1,5,0
2011,11060100614, ,8,Subsecção,8,6,0,5,1,2,0,8,0,0,6,2,0,0,0,6,1,0,0,0,0,1,0,1,4,3,0,0,12,12,11,1,0,9,10,2,9,9,9,9,2,2,4,1,1,3,2,1,0,5,2,10,0,6,4,2,1,8,2,0,5,4,1,1,1,4,21,9,12,21,9,12,0,1,0,2,2,2,15,13,3,0,1,0,1,1,0,6,6,1,0,0,0,1,1,2,9,7,2,0,0,0,0,1,0,6,1,0,3,6,0,10,0,2,7,4,11,0,0,7,7,5,0
2011,11060100615, ,8,Subsecção,4,4,0,4,0,0,0,4,0,0,3,1,0,0,0,3,1,0,0,0,0,0,0,0,2,2,0,0,4,4,4,0,0,4,4,0,4,4,4,4,0,1,2,1,0,0,1,2,0,4,0,4,0,2,2,2,2,4,0,0,4,1,1,0,2,0,11,5,6,11,5,6,0,1,2,0,0,0,4,4,4,0,0,1,0,0,0,2,2,2,0,1,1,0,0,0,2,2,2,0,1,1,1,0,0,0,5,1,0,0,0,4,0,0,4,3,4,0,0,4,3,3,0
2011,11060100616, ,8,Subsecção,6,6,1,4,1,0,0,6,0,0,6,0,0,0,0,3,1,1,1,0,0,0,0,1,3,2,0,0,7,7,7,0,0,6,6,0,6,6,6,6,1,4,1,0,0,2,2,0,0,6,0,7,0,4,3,4,1,6,1,0,4,1,2,0,1,3,16,6,10,16,6,10,0,1,0,3,3,1,7,6,5,0,0,0,2,2,0,2,2,2,0,1,0,1,1,1,5,4,3,0,1,0,1,0,0,2,2,3,1,4,1,3,1,0,3,7,11,0,0,3,4,3,0
2011,11060100617, ,8,Subsecção,8,8,0,8,0,0,0,8,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,2,6,0,0,8,8,8,0,0,4,4,0,4,4,4,4,2,1,1,0,0,0,0,0,0,4,0,4,0,3,1,2,1,4,0,0,3,3,0,0,1,2,8,3,5,8,3,5,0,0,1,1,1,0,4,4,2,0,0,0,0,0,0,3,3,0,0,0,1,1,1,0,1,1,2,0,0,1,0,1,0,0,2,1,2,1,0,2,0,0,4,2,3,0,0,4,1,4,0
2011,11060100618, ,8,Subsecção,4,4,0,4,0,0,0,4,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,4,4,4,0,0,3,3,1,3,3,3,3,1,2,0,0,0,3,0,0,0,2,0,3,0,1,2,1,1,3,0,0,2,1,1,0,1,1,8,5,3,8,5,3,0,1,0,1,0,0,5,5,1,0,1,0,1,0,0,3,3,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,1,2,3,0,0,1,0,0,5,0,1,0,1,4,2,3,1
2011,11060100619, ,8,Subsecção,9,9,0,9,0,0,0,9,0,0,9,0,0,0,0,6,1,1,0,0,0,1,0,0,5,4,0,0,10,10,10,0,0,9,9,0,9,9,9,9,2,5,1,1,0,3,1,0,0,9,0,11,0,8,3,6,3,10,1,0,7,4,2,2,3,3,24,13,11,24,13,11,1,2,2,0,0,0,11,11,8,1,1,2,0,0,0,6,6,3,0,1,0,0,0,0,5,5,5,0,2,1,0,1,0,0,5,2,1,3,0,7,0,1,8,10,10,0,1,7,5,6,1
2011,11060100620, ,8,Subsecção,4,4,0,4,0,0,0,4,0,0,4,0,0,0,0,2,1,0,0,0,1,0,0,0,2,2,0,0,4,4,4,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
2011,11060100621, ,8,Subsecção,7,7,0,7,0,0,0,7,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,1,6,0,0,8,8,8,0,0,7,7,0,7,7,7,7,2,4,0,1,0,3,3,0,0,5,2,7,0,5,2,4,0,7,0,0,5,1,1,0,0,2,20,7,13,16,6,10,0,0,0,1,1,2,10,8,5,0,0,0,1,1,0,4,4,1,0,0,0,0,0,2,6,4,4,0,0,0,0,1,0,1,2,0,4,3,0,5,0,0,7,7,9,0,0,7,2,7,0
2011,11060100622, ,8,Subsecção,10,10,0,8,2,0,0,10,0,0,10,0,0,0,0,6,3,0,0,0,1,0,0,1,6,3,0,0,14,14,14,0,0,11,11,2,11,11,11,11,2,4,5,0,0,4,1,1,0,7,3,11,0,8,3,4,5,10,1,0,10,5,1,4,5,1,24,11,13,25,11,14,5,0,1,0,0,1,12,11,7,2,0,1,0,0,1,5,4,3,3,0,0,0,0,0,7,7,4,0,0,0,1,0,0,1,3,2,3,2,1,9,0,1,12,6,6,0,0,12,1,9,0
2011,11060100701, ,8,Subsecção,40,28,0,22,6,12,0,40,0,0,25,13,2,0,22,2,1,14,1,0,0,0,0,13,13,14,0,0,126,126,126,0,0,110,110,7,110,110,110,110,43,57,7,3,1,19,11,4,2,44,60,111,0,58,35,56,32,91,15,5,96,40,20,15,33,37,302,142,160,315,149,166,13,23,10,14,11,23,182,159,73,7,6,6,7,6,8,92,84,31,6,17,4,7,5,15,90,75,42,24,24,4,6,6,0,4,107,38,40,29,0,23,7,19,89,89,151,0,7,82,47,70,0
2011,11060100702, ,8,Subsecção,17,0,0,0,0,17,0,17,0,0,0,4,13,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,181,181,181,0,0,165,165,2,165,165,165,165,70,91,4,0,0,23,0,0,2,61,101,168,0,64,75,80,54,132,29,7,160,67,35,31,55,70,506,251,255,530,263,267,30,32,28,35,31,25,297,272,108,13,20,18,17,17,11,148,137,47,17,12,10,18,14,14,149,135,61,49,36,17,18,6,0,7,189,70,80,31,1,7,12,32,148,135,244,0,18,130,100,118,0
2011,11060100801, ,8,Subsecção,8,5,1,0,4,3,0,8,0,0,5,1,2,0,0,0,0,0,0,0,8,0,0,5,3,0,0,0,32,32,32,0,0,27,27,5,27,27,27,27,11,16,0,0,2,16,0,0,0,2,22,28,0,15,7,6,10,18,8,2,19,7,4,5,10,11,73,36,37,76,37,39,7,7,5,7,4,5,43,38,7,2,2,2,5,4,3,23,20,3,5,5,3,2,0,2,20,18,4,5,7,2,6,2,0,1,19,17,8,3,1,2,4,8,23,7,19,0,9,14,21,19,0
2011,11060100802, ,8,Subsecção,25,16,0,2,14,8,1,25,0,0,23,2,0,0,1,10,13,1,0,0,0,0,0,15,9,1,0,0,56,55,55,0,1,33,33,14,33,32,33,31,21,12,0,0,6,20,1,0,0,7,26,34,1,25,8,17,6,28,5,1,19,6,5,3,5,6,118,38,80,119,39,80,6,3,2,4,4,4,38,34,66,1,2,1,1,1,2,19,17,15,5,1,1,3,3,2,19,17,51,10,2,2,2,1,0,2,46,10,10,7,0,6,1,6,27,67,74,0,8,19,10,21,0
2011,11060100803, ,8,Subsecção,41,37,5,12,20,4,0,40,0,1,35,5,1,0,0,1,26,14,0,0,0,0,0,40,0,0,1,0,75,75,75,0,0,60,60,13,60,60,60,59,18,30,11,1,3,33,0,0,0,31,23,62,0,38,20,31,12,55,6,1,48,14,9,8,13,16,153,70,83,153,70,83,7,9,4,8,6,10,80,70,45,3,4,3,3,2,6,39,33,18,4,5,1,5,4,4,41,37,27,1,7,4,4,2,0,4,53,17,22,20,1,20,2,6,57,49,66,0,6,51,26,50,0
2011,11060100804, ,8,Subsecção,24,21,0,0,21,3,0,24,0,0,22,1,1,7,16,1,0,0,0,0,0,0,0,15,0,7,2,0,39,39,39,0,0,22,22,13,22,22,22,22,12,6,4,0,2,15,0,0,0,7,14,22,0,14,7,8,8,19,3,0,16,4,5,3,8,4,50,25,25,53,26,27,2,4,2,6,3,1,28,27,11,2,4,1,4,2,1,11,10,4,0,0,1,2,1,0,17,17,7,3,2,2,3,4,0,3,13,8,11,4,1,5,0,3,20,12,19,0,3,17,14,17,0
2011,11060100901, ,8,Subsecção,6,2,1,0,1,4,0,5,1,0,2,1,3,0,4,0,1,1,0,0,0,0,0,0,4,2,0,0,38,38,38,0,0,27,27,7,27,27,27,27,4,19,4,0,0,21,0,0,0,10,14,31,0,24,6,20,2,28,2,1,22,5,2,1,2,7,63,33,30,64,33,31,1,1,1,3,3,2,24,22,34,1,0,1,2,2,2,14,12,15,0,1,0,1,1,0,10,10,19,3,1,0,2,3,1,1,21,11,10,8,0,5,0,4,12,37,45,0,1,11,7,9,1
2011,11060100902, ,8,Subsecção,8,0,0,0,0,8,0,8,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,112,112,112,0,0,95,95,4,95,95,95,94,15,76,4,0,1,72,0,0,2,56,37,98,0,57,36,61,12,86,10,2,77,29,8,7,12,33,216,93,123,234,99,135,5,8,2,14,13,9,120,111,85,1,4,1,6,6,2,59,57,28,4,4,1,8,7,7,61,54,57,27,9,1,5,4,0,2,80,36,34,19,0,2,3,11,69,101,135,0,7,62,23,59,0
2011,11060100903, ,8,Subsecção,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,28,28,28,0,0,21,21,0,21,21,21,21,3,18,0,0,0,16,0,0,0,10,11,22,0,8,9,8,8,19,3,0,21,12,4,4,7,12,68,33,35,70,33,37,4,3,3,7,4,8,43,35,10,3,1,1,1,0,6,24,18,3,1,2,2,6,4,2,19,17,7,2,4,2,3,3,0,1,25,16,12,4,0,1,0,3,23,15,31,0,4,19,13,20,0
2011,11060100904, ,8,Subsecção,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,28,28,28,0,0,22,22,3,22,22,22,22,3,18,1,0,0,15,0,0,0,14,8,22,0,13,9,11,5,17,5,0,17,9,2,4,5,7,50,21,29,52,22,30,4,1,0,3,3,3,26,23,18,3,1,0,0,0,1,11,10,7,1,0,0,3,3,2,15,13,11,2,1,0,1,1,0,0,17,12,7,3,0,3,0,5,16,18,26,0,1,15,4,15,0
2011,11060100905, ,8,Subsecção,6,0,0,0,0,6,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,84,84,84,0,0,69,69,1,69,69,69,69,18,49,2,0,4,47,1,0,0,42,27,69,0,36,28,40,13,60,8,1,55,27,10,5,11,28,165,69,96,179,79,100,4,6,5,7,6,13,105,92,52,1,3,1,1,1,8,53,45,20,3,3,4,6,5,5,52,47,32,19,5,3,6,1,0,2,74,22,32,11,1,0,2,8,55,65,98,0,4,51,16,42,0
2011,11060100906, ,8,Subsecção,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,52,52,51,1,0,48,49,1,48,48,48,48,10,26,12,0,3,12,0,0,3,1,47,49,0,16,17,20,20,31,13,5,50,17,17,9,20,30,165,89,76,183,100,83,9,11,11,16,12,15,110,95,26,7,7,8,8,5,6,59,53,11,2,4,3,8,7,9,51,42,15,16,11,9,10,3,2,0,49,34,28,21,1,1,0,27,52,29,69,0,9,43,40,42,1
2011,11060101001, ,8,Subsecção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11060101002, ,8,Subsecção,15,8,0,8,0,7,0,8,7,0,6,9,0,0,2,0,0,1,2,0,0,9,1,13,2,0,0,0,41,41,41,0,0,39,39,1,39,39,39,39,7,17,13,2,0,10,3,1,0,8,31,39,0,19,13,19,9,26,10,3,35,13,8,7,9,18,116,52,64,117,53,64,8,7,4,7,7,5,63,58,28,4,5,2,4,4,2,28,26,10,4,2,2,3,3,3,35,32,18,2,8,2,2,7,0,0,35,16,24,11,0,6,2,16,36,30,44,0,6,30,21,27,0
2011,11060101003, ,8,Subsecção,7,7,0,7,0,0,0,7,0,0,7,0,0,0,4,1,0,1,1,0,0,0,0,6,1,0,0,0,7,7,7,0,0,5,5,0,5,5,5,5,0,4,1,0,1,2,4,0,0,5,0,5,0,1,4,2,1,3,2,0,5,4,0,0,1,3,15,9,6,14,8,6,0,0,1,0,0,1,10,9,3,0,0,1,0,0,1,5,4,2,0,0,0,0,0,0,5,5,1,1,0,1,0,1,0,0,6,1,1,3,1,1,0,2,5,5,6,0,2,3,2,5,1
