Desempregados,Empregados,Pensionistas,Analfabetos,1Ciclo,2Ciclo,3Ciclo,EnsinoSec,EnsinoPosSec,CursoSup,M
0,9,3,0,0,1,5,6,0,6,1
1,60,5,0,10,8,14,17,0,31,0
1,2,6,0,1,3,4,1,0,5,0
0,9,9,0,2,1,2,6,0,10,1
1,4,2,0,0,0,3,2,0,3,1
0,3,3,0,1,0,1,2,0,4,0
1,0,3,1,1,1,1,0,0,1,0
10,201,20,2,29,14,12,44,4,160,0
11,19,24,4,24,3,7,7,1,5,1
0,0,0,0,0,0,0,0,0,0,0
13,139,157,21,133,44,61,57,3,44,1
30,178,137,19,106,56,91,68,3,46,1
31,152,153,18,76,43,70,71,5,135,1
4,45,59,2,18,10,20,23,1,51,1
0,25,26,1,2,8,12,13,1,35,1
0,3,0,0,0,1,2,2,0,3,1
10,125,149,3,24,16,37,71,1,181,1
7,25,45,0,6,3,9,20,3,45,1
0,10,4,1,1,1,7,6,0,6,1
32,145,138,30,150,60,73,46,2,39,1
28,113,74,24,103,41,44,24,2,10,1
0,7,7,1,1,1,5,4,0,9,1
47,208,225,41,209,64,109,70,4,56,1
44,190,290,34,236,81,91,90,1,45,1
20,231,161,10,164,44,86,77,10,95,1
4,107,20,0,17,8,16,38,1,83,1
6,153,14,0,16,7,21,29,1,135,1
0,14,2,0,1,1,2,5,0,13,0
1,20,0,0,2,3,3,9,0,13,0
2,117,13,0,6,7,12,15,1,115,1
7,111,17,1,8,6,17,25,1,101,1
0,120,12,0,10,7,8,19,1,107,0
7,153,11,0,3,7,18,24,2,138,1
8,143,13,0,18,16,17,41,2,127,0
7,170,86,1,22,20,25,44,3,201,1
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0
8,43,37,4,26,18,15,24,3,9,0
14,93,101,8,104,27,38,36,1,17,1
19,130,78,10,87,35,63,38,1,23,1
8,101,12,0,3,12,18,26,1,91,1
8,141,20,1,12,8,28,27,1,137,1
6,61,0,0,2,2,3,17,1,53,0
7,135,11,0,5,9,13,31,7,128,1
5,132,5,0,4,8,6,25,1,113,0
1,75,9,0,4,5,3,7,2,77,1
0,0,0,0,0,0,0,0,0,0,0
0,24,1,0,0,0,0,6,0,21,0
0,6,5,3,4,0,0,3,0,2,1
7,18,22,1,20,8,7,6,2,3,1
3,40,48,5,42,9,12,17,4,15,1
0,0,0,0,0,0,0,0,0,0,0
1,8,9,2,7,4,1,0,0,4,0
1,1,6,1,3,1,3,1,0,2,1
2,19,9,1,12,3,4,10,0,3,1
1,17,13,3,14,2,2,7,2,4,1
1,8,4,1,4,1,3,2,1,4,0
2,46,43,0,31,11,21,18,0,33,1
2,13,6,0,4,4,6,7,0,7,1
4,26,19,3,18,1,5,8,2,22,1
7,50,34,3,22,11,17,18,1,29,1
21,77,77,10,75,20,36,32,0,22,1
11,51,32,7,38,13,24,15,1,4,1
4,17,25,5,19,6,9,7,0,7,1
10,71,53,16,63,24,25,19,2,6,1
15,66,36,0,39,22,27,26,2,9,1
28,141,94,12,101,41,60,54,4,32,1
0,0,0,0,0,0,0,0,0,0,0
19,60,61,11,75,23,24,18,1,13,1
4,32,12,4,10,3,10,7,4,10,1
3,28,15,6,16,7,12,3,0,8,1
12,104,72,5,52,22,32,41,3,81,1
9,106,80,4,39,17,24,48,2,88,1
13,65,56,0,32,15,23,32,1,56,1
25,159,120,6,92,45,67,65,5,76,1
3,80,31,1,19,6,17,21,0,69,1
17,84,47,11,57,19,34,31,3,10,1
16,99,55,3,44,14,41,40,1,52,1
8,42,73,27,49,18,24,11,0,8,1
2,9,11,2,8,2,3,1,0,3,0
9,41,21,0,18,15,18,24,2,17,0
9,84,73,5,44,10,25,41,4,54,1
6,93,46,2,27,8,34,33,2,64,1
11,102,84,3,43,20,27,37,4,87,1
4,75,66,3,32,9,33,27,3,58,1
3,73,39,3,17,20,30,23,1,60,1
3,51,44,0,25,11,14,29,2,35,1
2,72,61,2,27,13,28,31,3,44,1
0,0,0,0,0,0,0,0,0,0,0
21,66,48,15,88,34,27,7,0,0,1
0,0,0,0,0,0,0,0,0,0,0
38,141,79,31,140,69,71,18,2,3,1
7,103,77,4,30,24,36,33,3,85,1
2,77,78,1,41,18,26,30,2,63,1
2,42,23,1,11,8,6,13,0,41,1
4,67,73,2,41,16,30,22,0,55,1
8,96,74,4,33,20,41,40,2,77,1
10,98,52,4,39,19,17,35,2,83,1
7,104,77,1,36,18,39,56,4,60,1
9,53,65,4,32,15,15,34,0,48,1
13,115,103,3,48,25,43,57,5,92,1
8,102,43,2,22,14,19,32,3,65,1
15,93,61,4,34,23,43,37,2,59,1
9,93,86,10,42,17,29,29,3,80,1
5,71,50,2,27,3,20,24,4,59,1
10,69,52,1,29,10,26,31,2,65,1
13,90,47,3,20,16,29,39,3,64,1
6,71,52,3,19,14,27,30,1,56,1
8,98,52,3,26,10,35,38,3,74,1
14,98,71,3,35,20,41,38,0,78,1
11,71,41,3,13,9,35,30,3,59,1
8,76,48,1,12,14,26,34,2,68,1
9,29,21,5,40,9,16,5,0,2,1
2,20,19,5,18,8,6,6,0,1,1
9,81,34,3,29,13,30,33,0,36,1
4,23,19,2,25,13,12,5,0,1,1
4,41,43,1,22,13,23,16,1,21,1
13,130,108,10,80,25,42,50,6,73,1
11,69,49,3,20,13,25,33,2,64,1
17,128,90,5,60,26,42,53,4,89,1
8,78,79,4,28,18,26,47,2,73,1
2,70,55,3,29,3,16,27,3,66,1
3,93,57,3,29,13,20,38,2,81,1
22,160,141,4,53,35,56,82,4,152,1
13,90,83,7,58,34,35,29,3,38,1
14,116,76,8,66,28,40,40,2,61,1
51,149,106,36,151,77,70,29,2,2,1
18,38,46,7,55,19,32,7,4,1,1
3,15,10,1,14,8,5,3,0,0,1
23,318,237,2,152,43,105,121,8,238,1
0,0,0,0,0,0,0,0,0,0,0
11,77,78,4,30,17,39,40,1,60,1
0,0,1,0,0,0,0,0,0,1,0
6,89,114,2,48,23,44,40,0,87,1
19,187,208,3,71,40,82,87,5,191,1
9,62,42,4,62,20,22,21,1,3,1
4,18,8,1,21,10,5,1,1,0,0
2,35,38,6,37,5,13,14,0,11,1
20,220,119,4,62,36,54,86,2,200,1
10,86,67,9,47,20,36,28,2,39,1
15,59,31,4,37,17,19,20,4,21,1
4,34,14,3,15,6,9,10,1,16,1
8,59,30,4,30,13,23,21,0,20,1
8,33,26,5,23,14,13,7,0,19,1
3,21,17,3,9,7,2,10,1,11,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
17,62,47,9,36,14,26,19,4,34,1
0,8,4,1,4,0,4,1,0,3,1
2,11,5,0,8,2,5,3,0,1,1
0,9,4,2,3,4,1,2,0,3,0
1,4,9,3,7,3,2,0,0,3,0
1,8,7,2,4,0,1,5,0,3,1
6,37,29,1,32,7,12,15,2,8,0
0,2,3,0,0,0,1,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0
1,11,5,1,4,2,4,1,1,6,1
2,10,20,3,13,8,2,5,1,6,1
1,30,15,2,19,5,3,6,1,14,1
0,5,4,0,5,2,0,0,0,3,1
0,4,0,0,0,2,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0
3,8,15,4,7,0,7,6,0,6,1
2,9,19,1,13,1,6,4,1,4,1
0,4,5,0,3,1,2,1,0,1,1
0,0,0,0,0,0,0,0,0,0,0
2,18,14,4,15,2,4,7,0,3,1
0,2,3,0,2,1,1,0,0,0,1
6,36,33,3,32,7,8,6,2,18,1
5,28,27,4,32,7,7,5,0,11,1
0,0,0,0,0,0,0,0,0,0,0
3,7,10,3,8,4,3,2,0,1,1
9,10,18,2,26,6,9,1,0,3,0
0,7,5,0,7,4,2,1,0,1,1
0,3,2,0,2,0,1,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
7,44,22,0,7,6,8,16,2,44,1
18,117,60,7,42,21,26,46,3,79,1
3,22,17,6,12,7,4,11,0,11,1
16,51,30,2,20,13,29,19,1,15,1
6,28,20,3,17,8,5,12,0,13,0
1,24,21,0,13,4,5,10,0,22,1
6,83,46,3,46,11,30,42,0,26,1
1,38,17,2,18,9,15,10,0,14,0
2,49,30,5,30,16,13,14,0,17,1
4,30,15,2,19,9,11,9,1,10,1
6,115,32,4,32,10,19,27,2,94,1
7,40,26,8,26,9,11,9,0,19,1
16,74,60,7,57,9,25,25,4,46,1
13,46,44,7,35,14,18,16,1,22,1
14,83,52,7,48,13,21,25,3,44,1
10,59,48,8,35,15,29,30,3,15,1
9,97,36,3,26,15,25,33,3,75,1
3,25,13,2,12,7,8,10,1,15,1
12,97,41,1,34,13,22,28,0,84,1
5,29,22,4,25,10,8,4,0,17,1
11,46,24,2,30,12,13,12,1,17,0
15,40,26,6,29,24,16,15,0,7,1
1,21,5,2,4,1,1,4,0,16,0
1,7,4,0,0,0,4,3,0,5,1
7,51,29,4,16,15,24,18,1,36,1
4,46,24,1,12,9,13,16,2,45,1
13,46,28,5,22,11,16,20,1,26,1
7,34,16,0,12,6,11,18,0,32,0
3,27,19,1,12,2,10,9,1,19,1
0,43,12,0,15,8,5,16,1,25,1
0,5,3,0,1,0,3,0,0,4,0
3,0,0,0,0,3,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
8,60,38,5,31,7,18,22,1,39,1
26,93,47,5,41,18,31,26,5,78,0
4,47,16,2,7,8,6,20,0,34,1
4,55,26,5,28,8,12,13,0,27,1
6,30,17,4,17,5,14,21,0,5,0
4,31,32,5,31,5,14,14,4,11,0
0,0,2,0,2,1,0,0,0,0,1
12,36,30,5,33,13,16,10,3,6,0
5,6,7,1,8,0,4,1,0,6,0
3,17,15,3,17,2,6,5,1,3,1
6,52,13,0,12,7,13,14,1,46,1
18,85,58,5,65,22,28,24,5,44,0
4,21,11,2,10,4,10,10,2,1,0
4,12,13,4,13,3,10,1,0,1,0
1,1,2,0,4,0,0,1,0,0,1
4,14,6,2,8,5,4,3,2,7,0
4,21,11,0,13,1,7,6,0,4,0
10,28,13,0,19,8,5,8,1,11,1
14,54,44,7,42,14,21,25,1,18,1
1,14,6,0,5,8,9,2,2,6,0
1,7,0,0,0,1,0,3,0,4,0
2,21,14,3,15,3,5,5,0,12,0
1,7,10,2,10,4,1,1,0,0,0
3,20,12,2,11,7,6,7,0,10,1
0,10,21,2,14,3,3,2,0,6,1
0,0,0,0,0,0,0,0,0,0,0
0,0,30,1,19,1,1,4,0,4,1
4,29,16,2,9,3,6,11,0,26,1
2,16,13,1,13,4,4,5,0,14,1
0,0,0,0,0,0,0,0,0,0,1
8,76,70,0,26,11,27,27,1,81,1
6,93,20,0,6,7,14,28,1,109,0
11,155,18,0,13,19,34,50,2,112,0
13,237,36,1,28,16,37,67,5,224,1
16,136,67,1,51,23,36,51,3,123,1
8,96,7,0,1,7,7,22,0,87,1
27,232,141,3,66,25,90,97,6,200,1
2,34,20,7,22,7,12,8,0,7,1
12,26,26,8,27,8,23,10,1,2,1
7,60,19,7,38,21,22,9,0,6,1
4,32,10,7,16,6,13,8,1,3,1
1,19,24,8,20,3,10,3,1,2,1
21,313,59,2,26,36,49,89,3,310,1
8,64,76,2,24,4,23,33,1,90,1
3,67,53,1,20,8,19,26,0,65,1
3,43,31,1,7,6,15,12,2,49,1
5,37,30,2,13,7,12,9,2,44,1
3,174,36,0,16,29,30,41,3,179,1
12,85,89,18,84,26,24,26,1,15,1
17,311,50,2,47,42,60,88,9,248,1
3,23,40,2,22,5,8,14,0,23,1
3,26,37,1,18,9,10,18,0,23,1
6,24,29,0,14,5,15,11,0,22,1
1,25,35,1,17,6,18,16,0,17,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
18,208,63,1,25,21,49,77,4,208,0
9,325,17,0,23,43,36,57,1,318,1
3,75,4,0,3,5,4,13,0,73,1
7,109,73,0,30,12,27,42,1,112,1
2,28,31,2,7,5,10,16,0,37,1
3,44,38,0,11,6,12,13,1,56,1
13,179,116,0,39,17,35,72,6,193,1
2,57,42,0,8,6,10,15,2,73,1
14,184,47,1,19,21,44,56,5,184,1
7,69,55,2,16,7,30,36,1,64,0
8,218,38,0,18,22,30,55,4,213,1
15,366,111,2,45,41,72,109,4,358,1
6,126,128,2,48,20,44,67,2,134,1
15,277,80,4,45,37,44,94,5,196,1
5,151,5,0,2,7,15,36,6,120,1
46,149,82,39,106,69,59,43,1,23,1
8,166,21,0,19,8,18,40,2,153,1
0,0,0,0,0,0,0,0,0,0,0
9,107,110,1,26,13,33,40,6,149,1
7,66,53,1,12,7,16,33,0,86,1
25,352,77,3,50,44,61,104,1,336,1
4,115,24,0,13,16,19,31,1,117,1
14,171,32,2,15,21,33,47,2,182,1
5,64,71,0,9,7,22,30,1,96,1
8,90,67,1,17,9,31,33,3,101,0
7,94,74,0,8,9,23,34,2,129,1
0,0,0,0,0,0,0,0,0,0,0
15,287,18,1,24,23,28,55,3,291,1
7,140,68,0,27,17,27,40,3,174,1
0,0,0,0,0,0,0,0,0,0,0
2,10,14,4,16,3,5,1,0,0,0
16,221,40,0,11,19,45,66,2,241,0
1,14,6,3,6,4,6,5,0,1,0
0,0,0,0,0,0,0,0,0,0,0
9,195,24,0,33,42,38,69,1,205,1
14,143,77,1,25,13,44,53,4,152,1
28,335,194,4,55,50,92,141,9,387,1
10,130,30,0,12,17,17,38,2,129,1
27,261,153,9,57,41,62,131,7,252,1
12,125,122,3,40,16,31,64,2,150,1
13,116,83,0,18,16,30,49,3,150,1
0,12,2,0,1,0,1,3,1,12,0
2,53,28,0,0,4,9,19,0,64,1
1,18,6,1,4,1,5,3,0,18,1
29,291,225,2,77,30,67,125,8,336,1
7,45,25,2,17,12,12,13,0,40,1
0,52,13,0,6,8,3,16,0,53,0
9,72,62,3,47,8,21,19,3,47,1
13,118,32,1,12,16,21,29,1,137,0
4,68,6,0,2,7,14,22,1,73,1
35,299,262,2,92,38,106,164,4,283,1
20,243,197,4,43,32,74,111,3,312,1
26,265,208,11,115,49,94,91,5,183,1
21,204,143,8,98,33,69,80,5,139,1
21,239,208,3,96,38,87,90,5,214,1
6,72,68,1,47,12,29,25,0,48,1
15,128,67,2,41,20,34,48,2,125,1
3,69,66,4,18,8,43,31,1,54,1
5,35,32,1,22,9,13,10,0,24,1
4,28,27,4,23,8,9,12,0,8,1
0,2,0,0,1,1,0,0,0,0,1
7,77,74,8,52,12,17,38,3,42,1
18,120,89,2,21,25,59,51,4,113,1
8,115,77,5,50,17,35,67,1,55,1
13,145,104,2,15,18,46,58,9,145,1
11,21,29,0,16,6,33,18,0,16,1
14,115,121,7,78,24,63,50,3,53,1
9,128,40,2,18,9,26,36,1,151,1
0,0,0,0,0,0,0,0,0,0,0
2,17,5,0,2,0,5,5,2,19,0
15,235,83,0,24,27,49,71,8,257,1
23,165,160,8,97,42,56,81,3,109,1
20,170,174,6,92,45,46,77,3,136,1
30,234,222,2,115,47,79,109,4,200,1
23,115,112,3,48,31,55,60,4,81,1
1,11,9,1,6,3,1,6,0,7,1
16,149,148,3,48,30,63,74,7,144,1
20,149,147,4,79,34,60,69,6,108,1
19,193,209,10,102,40,85,95,1,142,1
17,185,171,2,77,30,61,101,4,160,1
1,41,61,3,35,14,23,19,0,30,1
13,126,106,2,52,18,42,69,3,76,1
14,121,138,9,79,27,60,50,2,90,1
32,182,181,9,95,41,77,84,5,127,1
5,52,83,2,24,12,24,25,1,57,1
9,49,41,1,37,33,17,27,3,19,1
13,103,117,8,71,22,49,54,0,61,1
6,22,30,0,13,5,17,14,2,20,1
1,11,22,0,14,7,12,9,1,7,1
0,0,0,0,0,0,0,0,0,0,0
9,64,58,0,22,10,19,28,1,70,1
11,93,63,2,23,17,32,33,4,97,1
24,125,114,14,78,32,51,39,1,69,1
15,66,89,11,74,30,37,25,0,5,1
7,29,41,1,20,12,14,16,0,18,1
1,15,83,13,39,9,15,17,0,8,1
7,38,38,11,36,18,13,12,1,6,1
20,96,51,9,57,34,45,35,3,29,1
20,37,10,5,23,30,19,8,0,2,0
8,30,13,3,23,11,17,7,1,3,1
14,61,45,7,53,30,36,16,2,8,1
5,17,21,1,18,4,10,10,0,2,1
20,101,52,12,65,25,41,36,3,24,1
3,25,6,2,4,4,6,8,0,25,1
4,54,33,5,35,16,34,21,1,11,1
1,6,4,0,4,2,3,1,0,1,0
1,6,9,3,10,1,4,1,0,0,1
6,18,18,6,23,8,14,8,0,4,1
0,0,0,0,0,0,0,0,0,0,1
11,114,93,4,24,13,41,46,2,110,1
6,57,43,1,11,9,39,23,0,58,1
11,78,43,4,23,10,16,29,3,63,1
13,97,93,3,34,20,33,48,1,88,1
0,18,14,0,10,3,3,2,0,17,0
0,4,0,0,1,0,1,0,0,1,0
0,17,4,0,5,0,4,5,0,12,1
10,162,96,1,26,21,51,52,3,222,1
4,32,14,3,12,2,12,16,1,11,1
8,78,51,8,49,8,26,26,0,38,1
1,11,8,0,3,2,2,5,0,11,1
1,9,17,2,10,4,5,5,0,3,1
0,22,7,1,3,5,10,6,0,19,1
5,12,9,0,4,2,6,8,0,10,1
0,41,44,2,30,14,19,12,2,18,1
2,21,15,3,15,2,4,5,2,12,1
1,13,6,0,5,2,10,5,0,7,1
0,29,11,1,9,4,4,10,0,22,0
0,15,3,0,3,5,5,3,0,9,1
0,15,12,1,3,2,5,8,0,11,1
1,9,6,0,4,2,4,5,0,6,1
1,15,4,1,2,0,2,8,0,9,1
0,3,4,0,0,0,1,5,1,3,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
11,161,76,0,28,21,29,57,3,185,1
1,10,15,1,2,5,3,3,0,13,1
1,24,10,0,7,5,9,7,0,10,0
3,15,12,0,5,5,10,4,1,11,0
3,29,10,0,11,5,8,10,1,18,1
2,18,5,0,5,2,6,10,0,11,1
0,0,0,0,0,0,0,0,0,0,0
1,13,1,0,4,2,2,5,1,9,1
0,7,2,0,1,2,1,5,1,4,1
1,16,8,2,8,4,4,5,0,8,1
4,44,9,2,16,4,7,14,0,21,1
5,41,7,3,12,2,17,17,2,9,0
10,187,23,1,21,27,28,53,2,184,1
1,15,13,1,15,2,6,5,0,3,1
3,81,57,1,18,12,14,32,3,94,1
6,137,87,2,18,12,33,39,1,178,1
0,0,0,0,0,0,0,0,0,0,0
0,18,1,0,2,2,3,4,0,16,0
1,6,2,0,3,0,2,5,1,3,1
1,7,3,1,1,1,1,5,0,4,1
3,11,25,1,11,2,5,13,0,18,1
7,54,20,0,5,4,16,30,3,52,1
1,33,8,1,5,1,4,12,0,29,1
4,6,8,0,2,3,3,3,0,14,0
5,49,14,1,4,8,8,18,0,50,1
0,14,1,0,1,3,4,3,0,13,1
2,52,17,0,3,2,8,17,2,58,0
2,20,13,1,1,3,4,3,0,32,1
5,131,22,3,11,13,22,26,1,123,1
1,4,3,1,4,0,2,3,0,2,0
5,36,34,0,9,4,16,14,0,40,1
0,0,0,0,0,0,0,0,0,0,0
9,146,20,2,12,11,7,20,2,152,1
3,89,18,0,6,16,15,17,2,101,0
6,109,20,1,18,13,18,32,0,101,1
3,29,12,1,2,2,8,8,0,40,1
6,21,21,0,9,4,6,10,2,27,1
6,32,28,1,9,8,12,18,0,38,1
2,32,17,0,4,4,5,10,1,41,1
4,46,4,0,1,3,4,16,0,38,1
1,41,34,2,15,10,16,9,1,39,0
3,22,19,0,4,7,9,8,0,34,1
0,0,0,0,0,0,0,0,0,0,0
2,17,25,0,6,2,5,15,0,23,1
1,23,8,0,3,9,8,9,1,25,0
6,16,26,0,5,2,6,10,0,30,1
6,32,28,0,5,9,8,22,1,37,1
10,89,51,0,22,8,29,37,1,99,1
1,54,12,0,6,3,7,8,0,64,1
2,25,42,0,6,9,12,22,0,29,1
2,39,19,0,9,2,7,13,1,42,1
1,41,3,0,7,1,4,13,0,42,0
4,26,10,0,6,5,6,17,2,19,0
1,16,3,0,5,2,5,7,0,14,1
1,9,6,0,3,0,2,8,0,12,0
1,34,17,0,7,3,10,9,0,38,1
2,29,12,1,6,7,5,23,0,26,1
0,17,12,0,3,0,2,2,1,24,1
2,25,29,0,5,3,7,12,1,33,1
2,31,19,1,5,7,10,13,1,30,1
0,10,6,0,0,1,1,4,1,13,1
2,6,2,0,1,3,1,3,0,8,1
1,10,13,1,6,0,1,5,0,18,1
4,31,19,0,7,4,6,16,0,48,1
1,12,6,0,4,2,1,5,1,17,0
0,6,5,0,2,2,1,2,0,12,1
1,8,5,0,1,0,4,3,1,9,0
0,2,3,0,2,0,0,4,0,3,1
0,10,4,0,2,2,1,2,0,8,0
11,51,53,3,24,8,32,17,3,39,1
3,36,69,4,33,10,13,14,1,37,1
10,74,80,1,28,12,31,46,3,68,1
5,74,59,0,23,8,22,36,2,78,1
1,23,24,0,10,3,7,7,2,27,1
2,31,26,0,5,5,7,13,0,46,1
4,34,17,1,7,5,9,16,1,31,1
2,29,28,0,7,6,9,11,2,42,1
5,29,28,0,14,2,8,15,0,37,1
0,3,1,0,0,0,1,1,0,3,1
4,19,30,1,7,8,16,14,3,27,1
0,0,0,0,0,0,0,0,0,0,0
1,58,0,0,6,16,9,13,0,60,0
0,11,18,0,6,5,3,8,2,18,1
2,92,2,0,2,2,3,20,2,73,0
3,20,14,0,5,4,11,7,0,15,1
10,122,4,0,4,4,8,20,6,104,1
3,22,25,1,11,7,7,13,2,17,1
11,67,58,2,30,10,28,32,6,35,1
21,146,151,8,100,37,71,75,5,63,1
31,196,207,16,123,53,84,91,6,127,1
16,144,123,10,62,18,50,71,1,119,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
24,77,67,13,94,43,36,24,0,6,1
89,133,106,35,191,93,78,34,1,3,1
28,151,119,13,85,40,60,70,2,82,1
13,64,51,8,51,20,27,25,0,16,1
17,81,62,7,48,21,32,43,2,24,1
13,104,54,4,47,16,45,44,0,30,1
20,200,134,6,82,45,73,89,3,124,1
3,26,24,0,18,4,11,11,2,11,1
14,96,70,6,68,22,31,41,1,34,1
24,124,75,6,64,33,49,53,4,38,1
5,10,9,1,7,4,9,6,1,2,0
10,79,78,6,55,21,29,31,3,36,1
15,115,90,4,62,22,48,44,2,69,1
39,243,158,17,142,71,91,97,9,119,1
10,63,57,8,47,18,30,30,1,21,1
14,70,69,3,56,30,30,36,3,26,1
4,22,22,3,21,8,16,6,0,5,0
39,209,161,21,122,54,85,89,10,72,1
76,16,24,5,39,31,33,24,3,8,0
9,80,51,4,44,16,26,30,6,21,1
4,28,9,1,15,3,6,9,1,9,1
6,68,31,4,16,15,21,27,0,42,1
47,329,291,18,180,68,151,143,5,201,1
15,137,106,7,73,29,47,48,8,63,1
19,147,87,6,67,39,40,61,3,57,1
4,58,42,2,36,6,24,20,5,19,1
21,40,17,13,36,21,22,12,1,2,1
22,66,98,24,99,29,40,20,0,3,1
19,94,82,18,103,32,40,23,0,9,1
30,214,170,14,120,46,79,92,4,87,1
45,270,140,34,200,99,119,87,5,36,1
20,167,125,7,105,21,62,56,2,78,1
18,168,102,3,87,36,51,59,5,72,1
27,146,89,6,80,23,41,61,8,64,1
38,245,213,20,155,48,93,103,9,135,1
15,180,111,13,100,33,59,68,1,92,1
21,280,166,23,104,60,97,107,6,164,1
0,2,4,2,2,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0
10,143,81,2,49,24,62,59,5,71,1
8,27,42,0,21,14,22,15,0,14,1
4,25,64,6,34,6,10,15,1,25,1
26,192,119,15,150,54,91,67,3,24,1
30,88,51,19,90,35,42,19,0,2,1
11,31,28,6,26,10,11,11,0,10,1
19,144,103,5,34,17,56,73,6,115,1
5,23,15,0,9,12,8,11,1,17,1
3,8,45,5,27,11,11,10,0,3,1
2,19,16,3,20,5,8,3,0,2,1
5,26,12,1,17,8,11,9,1,3,1
0,3,1,0,2,2,1,0,0,0,0
1,3,9,0,7,2,3,1,0,1,0
2,11,7,1,15,1,2,5,0,2,0
0,2,2,1,2,0,0,0,0,1,1
2,6,7,1,11,3,2,2,0,1,1
3,21,7,2,14,8,6,5,0,5,1
8,57,19,5,39,19,14,13,0,4,0
0,0,0,0,0,0,0,0,0,0,0
16,116,113,8,67,26,47,47,1,71,1
10,85,53,2,31,11,22,30,4,67,1
5,19,8,1,11,6,9,2,2,2,1
0,0,0,0,0,0,0,0,0,0,0
3,5,7,0,8,2,6,2,1,1,0
6,28,14,2,24,6,18,9,0,2,0
1,23,16,0,17,7,9,9,1,5,1
0,1,6,0,4,0,1,1,0,0,0
0,9,9,1,11,5,1,0,0,1,0
11,69,24,2,39,16,28,25,3,11,1
9,71,19,1,28,13,26,20,3,34,1
8,100,52,0,25,17,25,25,2,116,1
2,7,18,2,12,3,3,7,0,12,1
3,34,89,10,51,6,14,23,3,37,1
1,13,22,0,4,3,9,8,0,18,1
6,48,27,0,6,15,16,21,2,43,1
1,17,51,0,28,5,8,9,0,27,1
3,41,20,0,18,6,9,18,0,40,1
0,4,14,1,10,3,1,0,0,7,1
0,2,1,0,2,0,1,0,0,0,0
17,143,126,6,50,20,56,59,1,153,1
1,33,41,1,12,5,10,17,2,49,1
38,10,6,0,12,7,190,76,0,0,0
12,62,109,2,24,17,26,49,0,94,1
11,76,78,1,35,18,33,46,1,72,1
0,0,0,0,0,0,0,0,0,0,0
24,224,177,7,71,50,68,81,3,220,1
23,180,129,1,58,25,61,72,6,161,1
3,50,39,0,15,8,14,21,0,59,1
10,84,89,3,45,16,28,25,2,79,1
1,34,51,1,25,11,21,24,2,18,1
7,30,33,4,22,1,8,15,2,27,1
2,29,56,6,28,17,10,23,0,12,1
6,53,49,0,21,9,20,20,2,60,0
15,110,109,5,61,25,48,55,2,81,1
5,49,33,3,12,8,16,18,0,42,1
3,16,28,18,17,3,11,3,0,13,0
1,6,6,0,1,2,6,4,0,7,0
7,61,48,6,34,4,15,21,2,38,1
1,20,8,6,7,2,7,6,0,18,1
11,126,100,6,30,27,46,53,3,133,1
6,66,40,1,28,10,16,24,0,68,1
6,83,40,4,28,16,24,42,1,53,1
5,62,48,1,29,8,19,20,1,61,1
11,102,93,2,34,17,32,49,2,122,1
0,19,15,0,4,2,7,8,1,20,1
6,59,71,3,32,15,18,48,4,56,1
2,18,21,0,5,2,9,13,0,22,0
12,56,59,0,21,10,17,33,1,72,1
18,168,134,2,50,30,74,74,0,143,1
17,143,95,4,54,23,53,70,2,105,1
6,66,79,1,39,16,25,37,3,46,1
4,77,45,0,25,14,24,30,1,69,1
8,70,56,1,34,8,19,33,2,54,1
3,63,53,3,25,12,18,13,0,60,1
4,49,49,1,20,5,23,24,2,57,1
3,46,28,0,3,8,13,14,0,58,1
6,31,27,1,9,2,8,13,0,42,1
7,81,74,4,31,16,32,49,0,86,1
5,59,42,1,34,16,26,27,2,41,1
0,0,0,0,0,0,0,0,0,0,0
10,85,61,0,22,6,20,32,2,84,1
2,15,6,0,3,0,1,3,0,18,0
2,22,11,0,6,4,7,15,0,29,0
6,44,35,0,19,10,16,20,0,53,1
0,3,0,0,2,2,1,0,1,2,1
1,126,20,0,6,7,12,27,2,115,0
2,20,8,0,7,2,3,12,2,14,0
9,53,37,0,19,8,20,23,2,44,1
10,141,93,3,34,22,36,58,5,132,1
18,193,143,6,40,27,62,82,6,211,1
16,234,158,1,46,36,65,100,6,252,1
8,83,72,2,34,10,26,40,1,74,1
8,71,59,1,25,12,19,31,0,75,1
24,160,146,4,61,34,60,78,4,136,1
39,278,204,4,83,66,112,132,7,240,1
10,96,94,4,43,15,44,49,1,87,1
9,65,77,2,29,8,21,30,2,83,1
0,36,23,0,8,5,6,14,1,33,1
11,98,96,4,38,15,25,40,2,106,1
7,81,62,2,20,9,18,39,3,81,1
8,123,71,3,26,10,31,55,1,115,1
9,114,71,1,41,12,42,48,4,89,1
